timestamp,buyer,seller,symbol,currency,trade_price,quantity,day,mid_price,counterparty,side
6300,Paris,Charlie,RAINFOREST_RESIN,SEASHELLS,10001.0,1,2,10002.0,Paris,buy
6400,Paris,Caesar,CROISSANTS,SEASHELLS,4266.0,8,2,4265.5,Paris,buy
6400,Paris,Pablo,RAINFOREST_RESIN,SEASHELLS,10001.0,1,2,10004.5,Paris,buy
6600,Charlie,Paris,RAINFOREST_RESIN,SEASHELLS,9999.0,1,2,9998.0,Charlie,buy
6800,Caesar,Paris,JAMS,SEASHELLS,6525.0,5,2,6526.0,Caesar,buy
6800,Penelope,Charlie,RAINFOREST_RESIN,SEASHELLS,10008.0,4,2,10000.0,Penelope,buy
6900,Paris,Caesar,DJEMBES,SEASHELLS,13417.0,2,2,13416.5,Paris,buy
7000,Penelope,Camilla,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,241.0,15,2,240.5,Penelope,buy
7000,Penelope,Camilla,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,726.0,15,2,725.0,Penelope,buy
7000,Penelope,Camilla,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,477.0,15,2,476.5,Penelope,buy
7100,Caesar,Camilla,CROISSANTS,SEASHELLS,4266.0,7,2,4267.0,Caesar,buy
7200,Caesar,Camilla,CROISSANTS,SEASHELLS,4267.0,5,2,4268.0,Caesar,buy
7300,Caesar,Paris,JAMS,SEASHELLS,6526.0,8,2,6527.0,Caesar,buy
7300,Paris,Penelope,RAINFOREST_RESIN,SEASHELLS,10001.0,1,2,10004.5,Paris,buy
7400,Charlie,Paris,KELP,SEASHELLS,2044.0,1,2,2045.5,Charlie,buy
7400,Charlie,Paris,SQUID_INK,SEASHELLS,1807.0,1,2,1808.5,Charlie,buy
7500,Paris,Caesar,JAMS,SEASHELLS,6527.0,7,2,6526.5,Paris,buy
7600,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,238.0,13,2,238.5,Camilla,buy
7600,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,67.0,13,2,67.5,Camilla,buy
7600,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_10500,SEASHELLS,9.0,13,2,9.5,Camilla,buy
7600,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,727.0,13,2,727.5,Camilla,buy
7600,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,478.0,13,2,478.5,Camilla,buy
7800,Paris,Charlie,KELP,SEASHELLS,2046.0,1,2,2046.5,Paris,buy
7800,Paris,Charlie,SQUID_INK,SEASHELLS,1810.0,1,2,1810.5,Paris,buy
7900,Caesar,Paris,CROISSANTS,SEASHELLS,4267.0,8,2,4268.0,Caesar,buy
7900,Caesar,Paris,JAMS,SEASHELLS,6526.0,5,2,6526.5,Caesar,buy
8000,Camilla,Camilla,MAGNIFICENT_MACARONS,SEASHELLS,667.0,2,2,668.5,Camilla,buy
8200,Caesar,Paris,JAMS,SEASHELLS,6524.0,5,2,6524.5,Caesar,buy
8600,Paris,Charlie,MAGNIFICENT_MACARONS,SEASHELLS,658.0,6,2,653.5,Paris,buy
8900,Pablo,Caesar,PICNIC_BASKET1,SEASHELLS,58772.0,2,2,58772.5,Pablo,buy
8900,Pablo,Camilla,PICNIC_BASKET1,SEASHELLS,58772.0,1,2,58772.5,Pablo,buy
8900,Pablo,Camilla,PICNIC_BASKET2,SEASHELLS,30105.0,3,2,30105.5,Pablo,buy
9000,Penelope,Camilla,RAINFOREST_RESIN,SEASHELLS,10003.0,8,2,9997.5,Penelope,buy
9100,Caesar,Penelope,PICNIC_BASKET1,SEASHELLS,58767.0,1,2,58771.5,Caesar,buy
9100,Camilla,Penelope,PICNIC_BASKET2,SEASHELLS,30099.0,9,2,30102.0,Camilla,buy
9200,Pablo,Caesar,VOLCANIC_ROCK,SEASHELLS,10227.0,1,2,10226.5,Pablo,buy
9300,Caesar,Camilla,JAMS,SEASHELLS,6525.0,9,2,6525.5,Caesar,buy
9300,Charlie,Pablo,RAINFOREST_RESIN,SEASHELLS,9992.0,5,2,10000.0,Charlie,buy
9300,Peter,Caesar,VOLCANIC_ROCK,SEASHELLS,10226.0,10,2,10225.5,Peter,buy
9400,Charlie,Paris,KELP,SEASHELLS,2044.0,1,2,2045.5,Charlie,buy
9400,Caesar,Paris,MAGNIFICENT_MACARONS,SEASHELLS,652.0,5,2,656.5,Caesar,buy
9400,Charlie,Paris,SQUID_INK,SEASHELLS,1809.0,1,2,1808.5,Charlie,buy
9400,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,234.0,10,2,234.0,Camilla,buy
9400,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,65.0,10,2,65.0,Camilla,buy
9400,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_10500,SEASHELLS,9.0,10,2,9.0,Camilla,buy
9400,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,722.0,10,2,722.0,Camilla,buy
9400,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,474.0,10,2,474.0,Camilla,buy
9600,Paris,Paris,KELP,SEASHELLS,2046.0,1,2,2046.5,Paris,buy
9600,Paris,Paris,SQUID_INK,SEASHELLS,1809.0,1,2,1809.5,Paris,buy
9800,Paris,Caesar,DJEMBES,SEASHELLS,13418.0,4,2,13417.5,Paris,buy
9800,Caesar,Peter,VOLCANIC_ROCK,SEASHELLS,10222.0,8,2,10222.5,Caesar,buy
9900,Paris,Caesar,JAMS,SEASHELLS,6521.0,5,2,6520.0,Paris,buy
9900,Paris,Caesar,KELP,SEASHELLS,2046.0,1,2,2044.5,Paris,buy
9900,Charlie,Caesar,KELP,SEASHELLS,2045.0,5,2,2044.5,Charlie,buy
9900,Paris,Caesar,SQUID_INK,SEASHELLS,1807.0,1,2,1805.5,Paris,buy
9900,Charlie,Caesar,SQUID_INK,SEASHELLS,1806.0,5,2,1805.5,Charlie,buy
10000,Caesar,Paris,CROISSANTS,SEASHELLS,4269.0,8,2,4269.5,Caesar,buy
10100,Paris,Caesar,JAMS,SEASHELLS,6519.0,4,2,6518.0,Paris,buy
10300,Caesar,Paris,DJEMBES,SEASHELLS,13416.0,3,2,13416.5,Caesar,buy
10300,Charlie,Pablo,RAINFOREST_RESIN,SEASHELLS,9998.0,5,2,9995.0,Charlie,buy
10400,Caesar,Peter,VOLCANIC_ROCK,SEASHELLS,10219.0,10,2,10219.5,Caesar,buy
10500,Camilla,Paris,KELP,SEASHELLS,2044.0,2,2,2045.5,Camilla,buy
10500,Camilla,Paris,SQUID_INK,SEASHELLS,1803.0,2,2,1804.5,Camilla,buy
10600,Paris,Camilla,KELP,SEASHELLS,2046.0,1,2,2045.5,Paris,buy
10600,Paris,Camilla,SQUID_INK,SEASHELLS,1803.0,1,2,1802.5,Paris,buy
10600,Caesar,Camilla,SQUID_INK,SEASHELLS,1803.0,4,2,1802.5,Caesar,buy
10600,Peter,Caesar,VOLCANIC_ROCK,SEASHELLS,10215.0,10,2,10214.0,Peter,buy
10800,Caesar,Paris,JAMS,SEASHELLS,6517.0,8,2,6517.5,Caesar,buy
11200,Caesar,Caesar,VOLCANIC_ROCK,SEASHELLS,10214.0,8,2,10215.0,Caesar,buy
11300,Pablo,Charlie,RAINFOREST_RESIN,SEASHELLS,10008.0,5,2,10000.0,Pablo,buy
11700,Charlie,Caesar,KELP,SEASHELLS,2045.0,3,2,2044.5,Charlie,buy
11700,Charlie,Caesar,SQUID_INK,SEASHELLS,1800.0,3,2,1799.5,Charlie,buy
11700,Caesar,Caesar,VOLCANIC_ROCK,SEASHELLS,10207.0,7,2,10207.5,Caesar,buy
12100,Paris,Caesar,DJEMBES,SEASHELLS,13421.0,1,2,13420.5,Paris,buy
12100,Paris,Camilla,KELP,SEASHELLS,2046.0,1,2,2045.0,Paris,buy
12100,Paris,Paris,MAGNIFICENT_MACARONS,SEASHELLS,630.0,5,2,627.5,Paris,buy
12100,Paris,Camilla,SQUID_INK,SEASHELLS,1804.0,1,2,1803.0,Paris,buy
12200,Camilla,Paris,KELP,SEASHELLS,2044.0,1,2,2045.5,Camilla,buy
12200,Camilla,Paris,SQUID_INK,SEASHELLS,1802.0,1,2,1803.5,Camilla,buy
12300,Charlie,Pablo,KELP,SEASHELLS,2044.0,3,2,2045.5,Charlie,buy
12300,Charlie,Pablo,SQUID_INK,SEASHELLS,1802.0,3,2,1803.5,Charlie,buy
12400,Charlie,Paris,KELP,SEASHELLS,2044.0,1,2,2045.5,Charlie,buy
12400,Charlie,Paris,SQUID_INK,SEASHELLS,1801.0,1,2,1802.5,Charlie,buy
12500,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,215.0,18,2,215.5,Camilla,buy
12500,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,55.0,18,2,55.5,Camilla,buy
12500,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_10500,SEASHELLS,7.0,18,2,7.5,Camilla,buy
12500,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,699.0,18,2,699.5,Camilla,buy
12500,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,451.0,18,2,451.5,Camilla,buy
12700,Caesar,Paris,CROISSANTS,SEASHELLS,4266.0,7,2,4267.0,Caesar,buy
12900,Penelope,Charlie,KELP,SEASHELLS,2048.0,6,2,2047.0,Penelope,buy
12900,Penelope,Charlie,SQUID_INK,SEASHELLS,1804.0,6,2,1803.5,Penelope,buy
13000,Caesar,Camilla,JAMS,SEASHELLS,6527.0,8,2,6528.0,Caesar,buy
13200,Caesar,Penelope,PICNIC_BASKET1,SEASHELLS,58793.0,1,2,58797.5,Caesar,buy
13200,Caesar,Penelope,PICNIC_BASKET2,SEASHELLS,30098.0,1,2,30100.5,Caesar,buy
13300,Paris,Caesar,JAMS,SEASHELLS,6529.0,8,2,6528.5,Paris,buy
13400,Peter,Caesar,VOLCANIC_ROCK,SEASHELLS,10200.0,10,2,10199.5,Peter,buy
13500,Pablo,Charlie,RAINFOREST_RESIN,SEASHELLS,10008.0,4,2,10000.0,Pablo,buy
13700,Caesar,Paris,CROISSANTS,SEASHELLS,4267.0,7,2,4267.5,Caesar,buy
13700,Pablo,Camilla,KELP,SEASHELLS,2047.0,3,2,2046.0,Pablo,buy
13700,Pablo,Camilla,SQUID_INK,SEASHELLS,1807.0,3,2,1806.0,Pablo,buy
13800,Charlie,Paris,RAINFOREST_RESIN,SEASHELLS,9999.0,1,2,9995.5,Charlie,buy
13900,Charlie,Paris,KELP,SEASHELLS,2045.0,1,2,2046.0,Charlie,buy
13900,Penelope,Camilla,KELP,SEASHELLS,2047.0,3,2,2046.0,Penelope,buy
13900,Charlie,Paris,SQUID_INK,SEASHELLS,1805.0,1,2,1806.0,Charlie,buy
13900,Penelope,Camilla,SQUID_INK,SEASHELLS,1807.0,3,2,1806.0,Penelope,buy
14000,Charlie,Penelope,KELP,SEASHELLS,2045.0,15,2,2046.5,Charlie,buy
14000,Paris,Charlie,RAINFOREST_RESIN,SEASHELLS,10008.0,2,2,10000.0,Paris,buy
14000,Charlie,Penelope,SQUID_INK,SEASHELLS,1804.0,15,2,1805.5,Charlie,buy
14100,Pablo,Charlie,KELP,SEASHELLS,2047.0,4,2,2047.5,Pablo,buy
14200,Caesar,Paris,CROISSANTS,SEASHELLS,4268.0,6,2,4268.5,Caesar,buy
14300,Caesar,Paris,JAMS,SEASHELLS,6529.0,5,2,6529.5,Caesar,buy
14400,Caesar,Camilla,CROISSANTS,SEASHELLS,4268.0,9,2,4268.5,Caesar,buy
14400,Paris,Caesar,JAMS,SEASHELLS,6530.0,6,2,6529.0,Paris,buy
14500,Charlie,Pablo,KELP,SEASHELLS,2046.0,5,2,2045.5,Charlie,buy
14500,Caesar,Pablo,SQUID_INK,SEASHELLS,1806.0,1,2,1805.5,Caesar,buy
14500,Charlie,Pablo,SQUID_INK,SEASHELLS,1806.0,4,2,1805.5,Charlie,buy
14700,Paris,Caesar,DJEMBES,SEASHELLS,13422.0,1,2,13421.0,Paris,buy
14700,Paris,Charlie,KELP,SEASHELLS,2047.0,1,2,2047.5,Paris,buy
14700,Paris,Charlie,SQUID_INK,SEASHELLS,1807.0,1,2,1807.5,Paris,buy
14800,Caesar,Camilla,CROISSANTS,SEASHELLS,4267.0,10,2,4267.5,Caesar,buy
15000,Caesar,Paris,CROISSANTS,SEASHELLS,4267.0,5,2,4267.5,Caesar,buy
15000,Paris,Charlie,KELP,SEASHELLS,2047.0,1,2,2047.5,Paris,buy
15000,Caesar,Caesar,VOLCANIC_ROCK,SEASHELLS,10197.0,6,2,10197.5,Caesar,buy
15000,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,212.0,17,2,212.0,Camilla,buy
15000,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,54.0,17,2,54.0,Camilla,buy
15000,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_10500,SEASHELLS,7.0,17,2,7.0,Camilla,buy
15000,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,697.0,17,2,697.0,Camilla,buy
15000,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,449.0,17,2,449.0,Camilla,buy
15200,Paris,Caesar,JAMS,SEASHELLS,6529.0,5,2,6528.0,Paris,buy
15200,Camilla,Pablo,KELP,SEASHELLS,2045.0,2,2,2046.5,Camilla,buy
15200,Charlie,Pablo,KELP,SEASHELLS,2045.0,1,2,2046.5,Charlie,buy
15200,Paris,Charlie,MAGNIFICENT_MACARONS,SEASHELLS,645.0,6,2,640.5,Paris,buy
15200,Camilla,Pablo,SQUID_INK,SEASHELLS,1803.0,2,2,1804.5,Camilla,buy
15200,Charlie,Pablo,SQUID_INK,SEASHELLS,1803.0,1,2,1804.5,Charlie,buy
15300,Caesar,Paris,RAINFOREST_RESIN,SEASHELLS,9999.0,1,2,10001.5,Caesar,buy
15500,Camilla,Paris,KELP,SEASHELLS,2045.0,1,2,2046.5,Camilla,buy
15500,Camilla,Paris,SQUID_INK,SEASHELLS,1804.0,1,2,1805.0,Camilla,buy
15800,Paris,Caesar,CROISSANTS,SEASHELLS,4267.0,7,2,4266.5,Paris,buy
16100,Camilla,Paris,KELP,SEASHELLS,2045.0,1,2,2046.5,Camilla,buy
16100,Camilla,Paris,SQUID_INK,SEASHELLS,1805.0,1,2,1806.0,Camilla,buy
16200,Caesar,Paris,DJEMBES,SEASHELLS,13421.0,4,2,13421.5,Caesar,buy
16200,Camilla,Caesar,PICNIC_BASKET2,SEASHELLS,30104.0,1,2,30103.0,Camilla,buy
16300,Paris,Camilla,KELP,SEASHELLS,2047.0,1,2,2046.0,Paris,buy
16300,Charlie,Paris,RAINFOREST_RESIN,SEASHELLS,9992.0,1,2,10000.0,Charlie,buy
16300,Paris,Camilla,SQUID_INK,SEASHELLS,1806.0,1,2,1805.5,Paris,buy
16400,Gary,Caesar,KELP,SEASHELLS,2048.0,1,2,2046.5,Gary,buy
16400,Gary,Charlie,KELP,SEASHELLS,2048.0,8,2,2046.5,Gary,buy
16400,Paris,Caesar,RAINFOREST_RESIN,SEASHELLS,10001.0,1,2,9996.0,Paris,buy
16400,Gary,Charlie,SQUID_INK,SEASHELLS,1806.0,9,2,1804.5,Gary,buy
16500,Paris,Charlie,MAGNIFICENT_MACARONS,SEASHELLS,663.0,6,2,660.5,Paris,buy
16600,Paris,Paris,RAINFOREST_RESIN,SEASHELLS,10001.0,1,2,10004.5,Paris,buy
16700,Caesar,Paris,DJEMBES,SEASHELLS,13425.0,3,2,13425.5,Caesar,buy
16700,Paris,Charlie,KELP,SEASHELLS,2048.0,2,2,2046.5,Paris,buy
16700,Charlie,Paris,RAINFOREST_RESIN,SEASHELLS,9992.0,1,2,10000.0,Charlie,buy
16700,Paris,Caesar,SQUID_INK,SEASHELLS,1807.0,2,2,1806.0,Paris,buy
16900,Paris,Caesar,CROISSANTS,SEASHELLS,4266.0,5,2,4265.5,Paris,buy
17300,Paris,Charlie,RAINFOREST_RESIN,SEASHELLS,10008.0,2,2,10000.0,Paris,buy
17300,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,215.0,9,2,215.5,Camilla,buy
17300,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,53.0,9,2,53.5,Camilla,buy
17300,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_10500,SEASHELLS,6.0,9,2,6.5,Camilla,buy
17300,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,695.0,9,2,695.5,Camilla,buy
17300,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,446.0,9,2,446.5,Camilla,buy
17900,Paris,Charlie,KELP,SEASHELLS,2047.0,1,2,2047.5,Paris,buy
17900,Paris,Charlie,MAGNIFICENT_MACARONS,SEASHELLS,665.0,5,2,660.5,Paris,buy
17900,Paris,Charlie,SQUID_INK,SEASHELLS,1804.0,1,2,1804.5,Paris,buy
17900,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,216.0,14,2,216.5,Camilla,buy
17900,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,54.0,14,2,54.5,Camilla,buy
17900,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_10500,SEASHELLS,7.0,14,2,7.5,Camilla,buy
17900,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,698.0,14,2,698.5,Camilla,buy
17900,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,449.0,14,2,449.5,Camilla,buy
18000,Paris,Paris,KELP,SEASHELLS,2047.0,1,2,2047.5,Paris,buy
18000,Paris,Paris,SQUID_INK,SEASHELLS,1805.0,1,2,1806.0,Paris,buy
